payment_id,expected_status,violation_types,primary_violation_types,downstream_violation_types,expected_verified_loss,clause_refs,notes
PAY_CLAUSE_000501,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000502,PASS,,,,0.00,,
PAY_CLAUSE_000503,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000504,PASS,,,,0.00,,
PAY_CLAUSE_000505,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,5.90,4.2;4.3;6.1,Pre-amendment MDR overcharge; GST downstream of excessive fee. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000506,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000507,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000508,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,0.99,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000509,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000510,PASS,,,,0.00,,
PAY_CLAUSE_000511,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000512,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,1.65,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000513,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000514,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000515,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000516,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000517,VIOLATION,SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_SLA;UNSUPPORTED_FEE,,99.00,4.6;6.1,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000518,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000519,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000520,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000521,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000522,PASS,,,,0.00,,
PAY_CLAUSE_000523,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000524,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000525,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000526,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000527,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000528,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000529,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000530,PASS,,,,0.00,,
PAY_CLAUSE_000531,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000532,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000533,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000534,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000535,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000536,PASS,,,,0.00,,
PAY_CLAUSE_000537,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000538,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000539,VIOLATION,CHARGEBACK_FEE_OVERCHARGE;SETTLEMENT_SLA,CHARGEBACK_FEE_OVERCHARGE;SETTLEMENT_SLA,,250.00,4.7;6.1;7.4,Chargeback administration fee is INR 500 instead of permitted INR 250. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000540,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000541,VIOLATION,SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_SLA;UNSUPPORTED_FEE,,99.00,4.6;6.1,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000542,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000543,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000544,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000545,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000546,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000547,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000548,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000549,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000550,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000551,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000552,PASS,,,,0.00,,
PAY_CLAUSE_000553,VIOLATION,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,,99.90,6.1;7.2,Refund principal deducted twice. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000554,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000555,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000556,PASS,,,,0.00,,
PAY_CLAUSE_000557,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000558,PASS,,,,0.00,,
PAY_CLAUSE_000559,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000560,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000561,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000562,PASS,,,,0.00,,
PAY_CLAUSE_000563,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000564,PASS,,,,0.00,,
PAY_CLAUSE_000565,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000566,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000567,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000568,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000569,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000570,PASS,,,,0.00,,
PAY_CLAUSE_000571,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000572,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000573,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,1.24,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000574,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000575,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000576,PASS,,,,0.00,,
PAY_CLAUSE_000577,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000578,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000579,VIOLATION,SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_SLA;UNSUPPORTED_FEE,,99.00,4.6;6.1,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000580,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000581,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000582,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000583,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000584,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000585,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000586,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000587,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000588,PASS,,,,0.00,,
PAY_CLAUSE_000589,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000590,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000591,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000592,PASS,,,,0.00,,
PAY_CLAUSE_000593,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000594,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000595,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000596,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000597,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000598,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000599,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000600,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000601,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000602,PASS,,,,0.00,,
PAY_CLAUSE_000603,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000604,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000605,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000606,PASS,,,,0.00,,
PAY_CLAUSE_000607,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000608,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000609,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000610,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000611,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000612,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000613,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000614,PASS,,,,0.00,,
PAY_CLAUSE_000615,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000616,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000617,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000618,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000619,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000620,PASS,,,,0.00,,
PAY_CLAUSE_000621,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000622,PASS,,,,0.00,,
PAY_CLAUSE_000623,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000624,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000625,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000626,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000627,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000628,VIOLATION,SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_SLA;UNSUPPORTED_FEE,,149.00,4.6;6.1,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000629,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000630,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000631,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000632,PASS,,,,0.00,,
PAY_CLAUSE_000633,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000634,PASS,,,,0.00,,
PAY_CLAUSE_000635,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000636,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000637,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,2.36,4.2;4.3;6.1,Pre-amendment MDR overcharge; GST downstream of excessive fee. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000638,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000639,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,9.30,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000640,VIOLATION,SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_SLA;UNSUPPORTED_FEE,,149.00,4.6;6.1,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000641,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000642,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000643,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000644,PASS,,,,0.00,,
PAY_CLAUSE_000645,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000646,VIOLATION,CHARGEBACK_FEE_OVERCHARGE,CHARGEBACK_FEE_OVERCHARGE,,250.00,4.7;7.4,Chargeback administration fee is INR 500 instead of permitted INR 250.
PAY_CLAUSE_000647,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000648,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000649,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000650,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000651,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000652,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000653,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000654,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000655,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000656,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000657,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000658,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000659,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000660,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000661,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000662,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000663,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000664,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000665,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000666,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,35.40,4.3;A1.2,Post-amendment MDR exceeds approved 1.65%; GST downstream.
PAY_CLAUSE_000667,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000668,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000669,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000670,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000671,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000672,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000673,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000674,PASS,,,,0.00,,
PAY_CLAUSE_000675,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000676,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000677,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,0.50,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000678,PASS,,,,0.00,,
PAY_CLAUSE_000679,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
